term	Category	Freq	Term	Total	loglift	logprob	Relevance
1413	Default	3450.0	identity	3450.0	30.0	30.0	30.0
519	Default	3122.0	child	3122.0	29.0	29.0	29.0
2491	Default	2455.0	body	2455.0	28.0	28.0	28.0
1216	Default	2436.0	strategy	2436.0	27.0	27.0	27.0
224	Default	3049.0	community	3049.0	26.0	26.0	26.0
965	Default	2398.0	school	2398.0	25.0	25.0	25.0
139	Default	2192.0	age	2192.0	24.0	24.0	24.0
17	Default	2324.0	culture	2324.0	23.0	23.0	23.0
1509	Default	2483.0	family	2483.0	22.0	22.0	22.0
164	Default	2668.0	student	2668.0	21.0	21.0	21.0
857	Default	2058.0	space	2058.0	20.0	20.0	20.0
1060	Default	2068.0	policy	2068.0	19.0	19.0	19.0
2370	Default	1730.0	masculinity	1730.0	18.0	18.0	18.0
3205	Default	1811.0	program	1811.0	17.0	17.0	17.0
416	Default	1840.0	mother	1840.0	16.0	16.0	16.0
1448	Default	2030.0	girl	2030.0	15.0	15.0	15.0
698	Default	1609.0	lesbian	1609.0	14.0	14.0	14.0
3669	Default	2413.0	sex	2413.0	13.0	13.0	13.0
1636	Default	2337.0	discourse	2337.0	12.0	12.0	12.0
3749	Default	1720.0	sexuality	1720.0	11.0	11.0	11.0
1694	Default	1759.0	project	1759.0	10.0	10.0	10.0
421	Default	1424.0	network	1424.0	9.0	9.0	9.0
947	Default	1629.0	boy	1629.0	8.0	8.0	8.0
453	Default	1619.0	scale	1619.0	7.0	7.0	7.0
3560	Default	1528.0	parent	1528.0	6.0	6.0	6.0
376	Default	1517.0	partner	1517.0	5.0	5.0	5.0
329	Default	1622.0	stereotype	1622.0	4.0	4.0	4.0
583	Default	1270.0	sport	1270.0	3.0	3.0	3.0
1658	Default	1817.0	organization	1817.0	2.0	2.0	2.0
319	Default	2181.0	problem	2181.0	1.0	1.0	1.0
1978	Topic1	609.6425532871539	wife	617.3493244175289	4.7415	-3.4478	-0.1720799999999998
1669	Topic1	618.8046319958627	husband	629.2021137164592	4.7374	-3.4328	-0.16471999999999953
3506	Topic1	383.2286178820776	sexual_harassment	391.21692517909065	4.7334	-3.912	-0.45384
1112	Topic1	519.7100935459099	spouse	533.0478883511717	4.7287	-3.6074	-0.27295999999999987
631	Topic1	1264.2684649144285	couple	1296.8102437603138	4.7287	-2.7184	0.2604400000000002
7127	Topic1	400.721090090026	harassment	411.1318982045377	4.7284	-3.8674	-0.42908000000000013
3063	Topic1	1058.2476292305978	marriage	1089.6540768648642	4.7248	-2.8963	0.15213999999999994
2250	Topic1	295.72121780890114	marry	311.17596098110624	4.7031	-4.1712	-0.6214799999999996
1671	Topic1	128.48786514190218	marital_satisfaction	135.49430860167615	4.701	-5.0048	-1.1224800000000004
4164	Topic1	214.0115857174272	marital	226.40589254016695	4.6978	-4.4946	-0.8176399999999997
2249	Topic1	150.0150379041887	married	161.02472493726341	4.6833	-4.8499	-1.0366199999999997
12993	Topic1	70.38612876009601	smile	77.787553322632	4.6541	-5.6066	-1.50232
376	Topic1	1355.902829486063	partner	1517.2195600657647	4.6417	-2.6484	0.2676400000000001
34437	Topic1	48.19449819806924	sext	55.19055551097015	4.6185	-5.9854	-1.7438399999999998
7933	Topic1	48.29766879687495	married_couple	55.427982280367154	4.6164	-5.9832	-1.7433599999999998
8508	Topic1	77.68941083882686	married_woman	89.87039118572487	4.6084	-5.5079	-1.4613800000000003
5788	Topic1	93.37555954173963	withdrawal	108.20963733100285	4.6066	-5.324	-1.3517599999999996
8338	Topic1	75.31452277720366	married_women	87.29773778224137	4.6064	-5.539	-1.48084
9235	Topic1	43.20803226085934	husbands_wif	50.44230859394477	4.5993	-6.0946	-1.8170399999999995
10345	Topic1	54.47505522482038	sexual_coercion	64.19530610743567	4.5899	-5.8629	-1.6817799999999998
8505	Topic1	61.32557107806178	hurt	72.41715142970016	4.5878	-5.7444	-1.61152
17677	Topic1	80.2795952115316	cosmetic_surgery	95.36261873093024	4.5819	-5.4751	-1.4523
9391	Topic1	40.66626623315053	beat	48.45435971613097	4.5789	-6.1552	-1.8615599999999994
11215	Topic1	37.32850187507626	mistreatment	44.621559636751854	4.5756	-6.2409	-1.9143
8335	Topic1	53.70152660187189	family_work	65.98892080390229	4.548	-5.8772	-1.70712
19665	Topic1	31.561929981049722	parental_status	39.17514854815136	4.538	-6.4087	-2.0300199999999995
5984	Topic1	29.66649987893284	sexually_harass	36.86494391631201	4.5368	-6.4706	-2.0676399999999995
12091	Topic1	28.904527112742183	marital_conflict	36.06876452261614	4.5326	-6.4966	-2.0849199999999994
32408	Topic1	27.73453811053552	ymsm	34.88758547239477	4.5246	-6.538	-2.1129599999999997
7668	Topic1	31.93118769785626	depression_symptom	40.561745129018504	4.5148	-6.397	-2.03228
5025	Topic1	124.66131298683068	intimate_relationship	158.6057819022461	4.5133	-5.035	-1.2156799999999999
16231	Topic1	110.38826362740394	walk	141.49063150426383	4.5058	-5.1566	-1.2916400000000001
6996	Topic1	67.10217095061888	unmarried	85.79706131484623	4.5083	-5.6544	-1.5893199999999994
5978	Topic1	82.94809194150564	coercion	114.40721592592618	4.4325	-5.4424	-1.4924399999999998
535	Topic1	167.9045927475496	marital_status	255.17328845126465	4.3355	-4.7372	-1.1081199999999995
1729	Topic1	47.872490030620966	withdraw	62.82773429071745	4.4822	-5.9921	-1.8023799999999996
320	Topic1	344.16518266540623	relationship	3627.4417643004044	2.3989	-4.0195	-1.4521399999999998
1383	Topic1	78.94890513009797	spend	196.24097882890214	3.8435	-5.4918	-1.7576799999999995
942	Topic1	56.74973999989072	traditional_gender_role	111.62862182189598	4.0776	-5.822	-1.8621599999999996
298	Topic1	140.32111208736376	role	2935.6592173436034	1.7133	-4.9167	-2.2647
323	Topic1	87.52539247212592	behavior	2156.51259779122	1.5498	-5.3887	-2.6132999999999997
749	Topic1	70.87647809554767	share	1062.3670691126872	2.0468	-5.5997	-2.5411
107	Topic1	74.80908253655434	support	2907.0164559482023	1.0941	-5.5457	-2.88978
241	Topic1	69.2492552739429	household	1158.2416354019244	1.9371	-5.6229	-2.5988999999999995
426	Topic1	70.04358433699599	power	1456.0514868053363	1.7197	-5.6115	-2.6790200000000004
2502	Topic2	657.7042392397797	pain	667.2633061093403	4.5783	-3.5333	-0.28866000000000014
7996	Topic2	474.0891691392609	journal	483.5375868087183	4.573	-3.8606	-0.4871599999999998
6148	Topic2	219.0377674035098	wealth	238.2215882540747	4.5087	-4.6328	-0.9761999999999993
4410	Topic2	166.24096702033134	fat	182.90891502556136	4.4971	-4.9086	-1.14632
9611	Topic2	102.8608782330602	inheritance	113.47648847223334	4.4945	-5.3886	-1.43536
10712	Topic2	88.15381627494327	reflexivity	99.1884180289066	4.4748	-5.5429	-1.53582
6895	Topic2	142.89743429996238	special_issue	161.8554443002413	4.4681	-5.0599	-1.2486999999999997
24138	Topic2	52.35280461515183	fatness	59.390068156726834	4.4666	-6.064	-1.8517599999999999
3684	Topic2	160.0999481984654	evolutionary	181.6219464409441	4.4666	-4.9462	-1.18108
13350	Topic2	54.60023947768251	prostate_cancer	61.96526048572359	4.4662	-6.022	-1.82672
25736	Topic2	163.74917383990515	gaªnero	187.04587941216715	4.4597	-4.9237	-1.17034
7336	Topic2	185.89504335395927	biology	212.43877225637223	4.4592	-4.7968	-1.0944
11662	Topic2	65.7162693509696	feminista	75.78766916254298	4.4501	-5.8367	-1.7219800000000003
16605	Topic2	98.3833474368455	das	113.80820337155646	4.4471	-5.4331	-1.4810199999999998
9332	Topic2	59.50336667728527	brazil	70.05019231109155	4.4295	-5.936	-1.7897999999999998
3442	Topic2	284.9704992403835	brazilian	336.7640361403133	4.4257	-4.3696	-0.85148
57	Topic2	1071.8827314879156	article	1275.150192523322	4.419	-3.0448	-0.05928
26303	Topic2	56.85770003110155	aµes	67.99721105519134	4.4138	-5.9815	-1.8233799999999996
26149	Topic2	40.195892115683606	feminismo	48.159394437780406	4.4119	-6.3282	-2.0321599999999993
13917	Topic2	36.91773403231688	experimenter	44.52329766129436	4.4054	-6.4133	-2.0858199999999996
2270	Topic2	198.48037028661184	gender_studie	243.70159215425	4.3874	-4.7313	-1.0838199999999996
31387	Topic2	30.161317907532084	emotion_dysregulation	37.165396430114086	4.3839	-6.6155	-2.2157399999999994
25284	Topic2	35.24091326325812	peer_review	43.51678705080712	4.3818	-6.4598	-2.12316
24130	Topic2	31.809900857208365	cortical	39.3916980684183	4.3789	-6.5622	-2.1857599999999997
10705	Topic2	36.53908895250234	accounts_gender	45.249083805208045	4.3789	-6.4236	-2.1026000000000002
3880	Topic2	174.03518581487245	feminization	215.86049425478984	4.3773	-4.8628	-1.1667599999999998
33936	Topic2	29.083005527770414	quot	36.07517616132329	4.3772	-6.6519	-2.24026
2189	Topic2	73.92311590721671	editorial	91.76821160389795	4.3765	-5.719	-1.6807999999999998
21455	Topic2	44.638222710343484	inquire	56.0003396399576	4.3659	-6.2234	-1.9876799999999997
26651	Topic2	59.52482788741537	brasil	74.74454359270077	4.365	-5.9356	-1.8153599999999999
4159	Topic2	299.1359493356287	biological	383.81679360358083	4.3434	-4.3211	-0.8553
9388	Topic2	90.39041011548127	publication	115.80550169573327	4.3449	-5.5179	-1.5727799999999998
13210	Topic2	81.5417633763377	citation	105.00376084812831	4.3398	-5.6209	-1.6366199999999997
2138	Topic2	376.17477682248483	publish	545.3224936238277	4.2214	-4.092	-0.7666399999999995
5009	Topic2	57.28959663572643	life_expectancy	73.14845852292858	4.3483	-5.9739	-1.8450199999999999
3945	Topic2	55.81644969325971	tolerate	72.32860295851337	4.3335	-5.9999	-1.86654
2071	Topic2	63.74956802023179	authorship	84.58512370615699	4.3099	-5.867	-1.79624
2188	Topic2	98.84188931767416	editor	145.1155154309205	4.2087	-5.4285	-1.5736199999999996
5515	Topic2	101.13872531265757	social_science	155.81596031989787	4.1605	-5.4055	-1.5791
7419	Topic2	95.66485880260214	studies_gender	145.45449102232462	4.1737	-5.4612	-1.6072399999999996
2770	Topic2	75.55154584410268	nutrition	107.12281833567121	4.2435	-5.6972	-1.7209199999999996
310	Topic2	414.28697740832934	field	1507.3574506834977	3.3011	-3.9955	-1.07686
886	Topic2	134.95442757531	methodological	347.19638826064784	3.6477	-5.1171	-1.6111799999999996
579	Topic2	245.31052557895634	research	1206.9712686212597	2.9994	-4.5195	-1.5119399999999998
1057	Topic2	176.8561394636886	paper	738.1470246262836	3.1639	-4.8467	-1.64246
377	Topic2	197.3661113701927	review	1074.5491588930665	2.8981	-4.737	-1.68296
1091	Topic2	206.86835535014148	author	1278.8958810954937	2.771	-4.6899	-1.7055399999999996
117	Topic2	175.25286611374614	contribution	1084.8488378494549	2.7697	-4.8558	-1.8056000000000003
2262	Topic2	114.11831724000585	analyze	2078.2516926320313	1.6907	-5.2848	-2.4945999999999997
205	Topic2	109.20386547978211	perspective	2198.382109572796	1.5904	-5.3288	-2.56112
1500	Topic2	106.17676463004855	year	1946.6300005351113	1.6839	-5.3569	-2.54058
66	Topic2	107.7550453349378	consider	3080.202190761622	1.2398	-5.3422	-2.7094
1000	Topic2	102.62540613620514	present	2209.565566429657	1.5232	-5.3909	-2.62526
11128	Topic3	248.38582399314632	cancer	265.7352920220188	4.7965	-4.2357	-0.6228199999999995
4669	Topic3	137.09800175494982	social_status	147.40322336700274	4.7916	-4.83	-0.98136
4898	Topic3	93.99800468807872	couple_therapy	102.20566557164447	4.7803	-5.2074	-1.2123199999999996
5256	Topic3	84.17969487312186	sex_partner	92.28800105117936	4.7721	-5.3177	-1.28178
10303	Topic3	67.7455705132219	sexual_intercourse	78.0968461910226	4.7219	-5.5349	-1.4321800000000002
11863	Topic3	47.17392813279136	cancer_patient	54.41692749712256	4.7212	-5.8968	-1.6496
600	Topic3	47.35905943234318	crowd	54.69567773411794	4.72	-5.8929	-1.6477400000000002
6708	Topic3	151.33439901766158	intercourse	175.31540822122622	4.717	-4.7312	-0.9519199999999999
6119	Topic3	236.33282379507602	hong_kong	273.85295450749646	4.7167	-4.2854	-0.6845599999999998
12739	Topic3	62.78591637860493	organ	73.07727862417552	4.7123	-5.6109	-1.48162
11366	Topic3	58.69565292510433	suicidal_behavior	68.58160546800687	4.7084	-5.6783	-1.5236199999999998
17579	Topic3	41.35001125601568	beta	48.36132695276263	4.7074	-6.0286	-1.7341999999999997
16675	Topic3	54.4937933809149	alpha	64.6409776092917	4.6933	-5.7526	-1.57424
14225	Topic3	67.5037643635156	ptsd_symptom	80.17917621077244	4.692	-5.5385	-1.4462999999999995
8207	Topic3	43.832057165163626	hiv_status	52.079420512934405	4.6917	-5.9703	-1.7054999999999996
10937	Topic3	36.68972002590501	gender_typicality	44.049849152647475	4.6812	-6.1482	-1.81644
8214	Topic3	50.618883507111434	risky_sexual	60.79283322038754	4.6809	-5.8263	-1.6234199999999996
18862	Topic3	40.743528698823454	positive_emotion	49.20638145400373	4.6753	-6.0434	-1.7559199999999997
26902	Topic3	36.11124486728649	debut	43.6140055457185	4.6753	-6.164	-1.8282799999999995
24793	Topic3	36.37415597213604	pre_service	44.03881080033178	4.6728	-6.1568	-1.8249599999999997
