term	Category	Freq	Term	Total	loglift	logprob	Relevance
1413	Default	3404.0	identity	3404.0	30.0	30.0	30.0
519	Default	3127.0	child	3127.0	29.0	29.0	29.0
2491	Default	2415.0	body	2415.0	28.0	28.0	28.0
139	Default	2307.0	age	2307.0	27.0	27.0	27.0
965	Default	2450.0	school	2450.0	26.0	26.0	26.0
1216	Default	2391.0	strategy	2391.0	25.0	25.0	25.0
224	Default	3020.0	community	3020.0	24.0	24.0	24.0
17	Default	2268.0	culture	2268.0	23.0	23.0	23.0
1509	Default	2446.0	family	2446.0	22.0	22.0	22.0
164	Default	2623.0	student	2623.0	21.0	21.0	21.0
1060	Default	2070.0	policy	2070.0	20.0	20.0	20.0
2370	Default	1699.0	masculinity	1699.0	19.0	19.0	19.0
857	Default	1956.0	space	1956.0	18.0	18.0	18.0
416	Default	1833.0	mother	1833.0	17.0	17.0	17.0
3669	Default	2537.0	sex	2537.0	16.0	16.0	16.0
1448	Default	2010.0	girl	2010.0	15.0	15.0	15.0
3205	Default	1680.0	program	1680.0	14.0	14.0	14.0
698	Default	1602.0	lesbian	1602.0	13.0	13.0	13.0
3749	Default	1686.0	sexuality	1686.0	12.0	12.0	12.0
421	Default	1394.0	network	1394.0	11.0	11.0	11.0
1636	Default	2263.0	discourse	2263.0	10.0	10.0	10.0
453	Default	1651.0	scale	1651.0	9.0	9.0	9.0
947	Default	1627.0	boy	1627.0	8.0	8.0	8.0
583	Default	1298.0	sport	1298.0	7.0	7.0	7.0
329	Default	1643.0	stereotype	1643.0	6.0	6.0	6.0
1694	Default	1632.0	project	1632.0	5.0	5.0	5.0
3560	Default	1503.0	parent	1503.0	4.0	4.0	4.0
376	Default	1508.0	partner	1508.0	3.0	3.0	3.0
2870	Default	1457.0	patient	1457.0	2.0	2.0	2.0
1658	Default	1834.0	organization	1834.0	1.0	1.0	1.0
1978	Topic1	613.3986812883302	wife	621.1261100426732	4.7416	-3.4416	-0.16832000000000003
1669	Topic1	679.0942523694359	husband	689.5141897575946	4.7388	-3.3399	-0.10841999999999974
3506	Topic1	402.50178357596116	sexual_harassment	410.5112188632559	4.7344	-3.8629	-0.4239799999999996
1112	Topic1	545.0099479936575	spouse	558.3651690524733	4.7299	-3.5598	-0.2439199999999997
7127	Topic1	406.18734112016455	harassment	416.6229598297123	4.7287	-3.8538	-0.42079999999999984
631	Topic1	1229.076628476582	couple	1261.6728691227581	4.7279	-2.7466	0.2432000000000003
3063	Topic1	1022.8950292056737	marriage	1054.3379315470297	4.7238	-2.9302	0.13139999999999996
2250	Topic1	294.612960439288	marry	310.09024626622505	4.7029	-4.175	-0.62384
1671	Topic1	128.74040755465228	marital_satisfaction	135.76607651881238	4.7009	-5.0028	-1.1213199999999999
4164	Topic1	212.17614150832208	marital	224.6024342256241	4.6972	-4.5032	-0.82304
2249	Topic1	154.39114198341912	married	165.42556279719665	4.685	-4.8211	-1.0186600000000003
12993	Topic1	69.99173326234316	smile	77.41374397236046	4.6533	-5.6123	-1.5060600000000002
376	Topic1	1346.5397959023906	partner	1508.5572036620356	4.6405	-2.6553	0.26302000000000025
7933	Topic1	47.74503846499324	married_couple	54.89506451794932	4.6145	-5.9948	-1.7510799999999997
34437	Topic1	46.743114500196356	sext	53.75839180901866	4.6142	-6.016	-1.7639199999999997
8508	Topic1	78.22451100852679	married_woman	90.44003854224212	4.609	-5.501	-1.457
8338	Topic1	74.50721798101218	married_women	86.51905154822099	4.6046	-5.5497	-1.4879799999999999
5788	Topic1	91.17537943548244	withdrawal	106.035437057001	4.6031	-5.3478	-1.36744
9235	Topic1	44.101296330859554	husbands_wif	51.355829215617916	4.6018	-6.0741	-1.8037399999999995
10345	Topic1	53.723312179145715	sexual_coercion	63.47578529991051	4.5873	-5.8768	-1.6911599999999998
8505	Topic1	60.9409794843899	hurt	72.06233401233392	4.5865	-5.7507	-1.6158199999999998
17677	Topic1	78.6231351206321	cosmetic_surgery	93.73323759430214	4.5783	-5.496	-1.4662800000000002
9391	Topic1	39.95763999231611	beat	47.7663901900223	4.5756	-6.1728	-1.8734399999999996
11215	Topic1	36.92552707967485	mistreatment	44.23784759843826	4.5734	-6.2517	-1.9216599999999993
8335	Topic1	53.359361144594054	family_work	65.68035907728668	4.5463	-5.8836	-1.71164
5984	Topic1	30.758075015738378	sexually_harass	37.97600173606014	4.5433	-6.4345	-2.043379999999999
12091	Topic1	29.596623571798283	marital_conflict	36.78004764705458	4.5368	-6.473	-2.0690799999999996
19665	Topic1	31.35194216182323	parental_status	38.98428563661628	4.5362	-6.4154	-2.03476
32408	Topic1	27.2133835049093	ymsm	34.38560503257524	4.5201	-6.5569	-2.1260999999999997
7668	Topic1	31.802056416782676	depression_symptom	40.45214767155948	4.5135	-6.4011	-2.03526
5025	Topic1	121.93880337338533	intimate_relationship	155.95365364435676	4.508	-5.0571	-1.23106
16231	Topic1	109.812990819362	walk	140.94886931896164	4.5045	-5.1619	-1.29534
6996	Topic1	66.11654183357851	unmarried	84.84692655124574	4.5046	-5.6692	-1.59968
5978	Topic1	83.3097045686265	coercion	114.73711485181306	4.434	-5.4381	-1.4892600000000003
535	Topic1	164.68328814549105	marital_status	252.0555459922267	4.3285	-4.7566	-1.1225599999999998
1729	Topic1	48.380637254898296	withdraw	63.35971990847895	4.4843	-5.9815	-1.7951799999999996
320	Topic1	346.86846709950277	relationship	3637.0345445498797	2.4041	-4.0117	-1.44538
1383	Topic1	76.92941176701966	spend	194.1978229150596	3.8281	-5.5177	-1.7793799999999995
298	Topic1	140.8036404251555	role	2935.700011112813	1.7167	-4.9133	-2.2613
942	Topic1	56.65236023866579	traditional_gender_role	111.67619047672588	4.0754	-5.8237	-1.8640599999999998
323	Topic1	87.1237704859806	behavior	2162.35197362579	1.5425	-5.3933	-2.61898
749	Topic1	72.14419973177144	share	1064.0230995062502	2.0629	-5.582	-2.52404
107	Topic1	75.38335531911781	support	2900.6255374807765	1.104	-5.538	-2.8811999999999998
426	Topic1	71.06280464005093	power	1458.313370062308	1.7326	-5.5971	-2.66522
241	Topic1	68.26050253560332	household	1166.7558586683572	1.9154	-5.6373	-2.6162199999999998
2502	Topic2	728.3129128168384	pain	737.893848451515	4.5796	-3.4313	-0.22693999999999948
7996	Topic2	475.851447280686	journal	485.32155785899494	4.573	-3.8569	-0.4849399999999999
6148	Topic2	213.54887258565688	wealth	232.73238206539386	4.5067	-4.6581	-0.9921799999999996
4410	Topic2	164.81402196249124	fat	181.54648029790548	4.496	-4.9172	-1.1519199999999998
9611	Topic2	102.43496730218031	inheritance	113.07739123221079	4.4939	-5.3928	-1.4381199999999998
10712	Topic2	87.0928879879969	reflexivity	98.14975321565595	4.4732	-5.555	-1.5437199999999995
3684	Topic2	161.13257404112767	evolutionary	182.72007565056273	4.467	-4.9398	-1.1770800000000001
13350	Topic2	54.04984280320849	prostate_cancer	61.43505277897175	4.4646	-6.0321	-1.8334199999999996
24138	Topic2	51.359196186174636	fatness	58.4157946475919	4.464	-6.0832	-1.8643199999999995
6895	Topic2	137.44243153477288	special_issue	156.4222574574807	4.4633	-5.0988	-1.2739599999999995
7336	Topic2	182.85368836679595	biology	209.42756792676593	4.457	-4.8133	-1.1051799999999998
25736	Topic2	154.46058698403658	gaªnero	177.7568429699181	4.4522	-4.9821	-1.2083799999999996
11662	Topic2	64.10438952684571	feminista	74.19467583853918	4.4465	-5.8615	-1.7383
16605	Topic2	97.00734961339995	das	112.47011207715445	4.4448	-5.4472	-1.4903999999999997
57	Topic2	1146.4431238138611	article	1350.3767836423629	4.429	-2.9776	-0.01495999999999964
9332	Topic2	58.779673247479224	brazil	69.34281416752327	4.4274	-5.9482	-1.79796
3442	Topic2	268.4911652514702	brazilian	320.2595059707903	4.4164	-4.4292	-0.8909599999999998
26303	Topic2	55.44111928325465	aµes	66.60216755508849	4.4093	-6.0067	-1.8403
26149	Topic2	39.41699965948483	feminismo	47.400590639928126	4.4083	-6.3478	-2.0453599999999996
13917	Topic2	37.060731154476926	experimenter	44.68611215108071	4.4056	-6.4095	-2.0834599999999996
2270	Topic2	206.50485056808094	gender_studie	251.79030693615474	4.3944	-4.6917	-1.0572599999999999
3880	Topic2	180.344659560379	feminization	222.1711994640743	4.3841	-4.8271	-1.1426199999999997
31387	Topic2	29.673555262592313	emotion_dysregulation	36.69709622686348	4.3803	-6.6318	-2.2269599999999996
2189	Topic2	75.82023325196428	editorial	93.76982955880997	4.3802	-5.6936	-1.6640799999999998
10705	Topic2	36.70309208978065	accounts_gender	45.43589908461335	4.3793	-6.4192	-2.0998
25284	Topic2	34.784255803502745	peer_review	43.08144425174695	4.3788	-6.4728	-2.13216
24130	Topic2	31.402843290761442	cortical	39.005976817351666	4.3759	-6.5751	-2.1947
33936	Topic2	28.623072213758334	quot	35.63468624476165	4.3736	-6.6678	-2.25124
21455	Topic2	44.0582970965941	inquire	55.44342574779523	4.3628	-6.2365	-1.9967800000000002
14983	Topic2	29.215560935059358	mixed_race	36.87141490033154	4.36	-6.6473	-2.24438
26651	Topic2	57.983486639989536	brasil	73.22076866771286	4.3594	-5.9619	-1.83338
4159	Topic2	292.74578336261624	biological	377.4268423910438	4.3386	-4.3427	-0.8701799999999997
9388	Topic2	90.25596109160244	publication	115.82066985514227	4.3433	-5.5194	-1.57432
13210	Topic2	81.38642648838042	citation	104.78678885257979	4.34	-5.6228	-1.6376799999999998
2138	Topic2	372.30347782340147	publish	541.3595335644527	4.2183	-4.1023	-0.7740599999999995
5009	Topic2	56.37428936936364	life_expectancy	72.25889898342855	4.3445	-5.99	-1.8561999999999999
3945	Topic2	55.49298860403003	tolerate	72.06134723614903	4.3314	-6.0058	-1.8709199999999995
2071	Topic2	63.00895035740902	authorship	84.01663204633736	4.305	-5.8787	-1.8052200000000003
2188	Topic2	101.14617407366175	editor	148.26644160073872	4.2103	-5.4054	-1.55912
2770	Topic2	76.88841251578361	nutrition	108.4425027740699	4.2488	-5.6797	-1.7083
5515	Topic2	100.95651664012976	social_science	155.82869849867805	4.1586	-5.4073	-1.58094
7419	Topic2	95.41715254853065	studies_gender	145.24923342993387	4.1725	-5.4638	-1.6092799999999998
310	Topic2	409.52114382918086	field	1487.0442616901225	3.3031	-4.007	-1.0829599999999997
886	Topic2	134.75686079521205	methodological	346.720415805934	3.6477	-5.1185	-1.6120199999999998
579	Topic2	241.53547131847455	research	1204.016578286725	2.9863	-4.535	-1.52648
1057	Topic2	174.44854383058959	paper	736.1711444690765	3.1529	-4.8604	-1.65508
377	Topic2	198.30342386831353	review	1073.0104959196838	2.9043	-4.7322	-1.6775999999999998
1091	Topic2	207.97678749798465	author	1279.8664590933067	2.7756	-4.6846	-1.7005199999999998
117	Topic2	172.6310668293303	contribution	1081.129007997217	2.7581	-4.8709	-1.8192999999999995
2262	Topic2	111.57639963010682	analyze	2066.164097950156	1.674	-5.3073	-2.5147799999999996
1500	Topic2	107.38201142300571	year	1951.9163231201894	1.6925	-5.3456	-2.53036
205	Topic2	107.0074288276227	perspective	2191.608179260962	1.5732	-5.3491	-2.58018
66	Topic2	106.49723764615904	consider	3068.319894464754	1.2319	-5.3539	-2.71958
1000	Topic2	100.69898936340886	present	2215.443776409929	1.5016	-5.4099	-2.6452999999999998
1010	Topic2	97.39660842608944	theory	1499.1527642719902	1.8588	-5.4432	-2.5223999999999998
11128	Topic3	235.0699484156045	cancer	252.43661980701145	4.7928	-4.2908	-0.6573599999999999
4669	Topic3	134.29904518190963	social_status	144.62238633256257	4.79	-4.8506	-0.9943599999999997
4898	Topic3	96.06591106681364	couple_therapy	104.292670747403	4.7819	-5.1856	-1.1985999999999997
5256	Topic3	82.18220834193893	sex_partner	90.30940473570912	4.7698	-5.3417	-1.2971000000000001
11863	Topic3	47.97645287963552	cancer_patient	55.23795580614116	4.7231	-5.8799	-1.6387
600	Topic3	48.351282331032714	crowd	55.70767057946071	4.7224	-5.8722	-1.6343599999999998
10303	Topic3	67.22768731389553	sexual_intercourse	77.60541377417073	4.7205	-5.5426	-1.4373599999999995
6119	Topic3	240.1627153229071	hong_kong	277.7222057153636	4.7188	-4.2693	-0.6740600000000001
6708	Topic3	151.44825680177993	intercourse	175.47335726438376	4.7168	-4.7304	-0.9515200000000001
12739	Topic3	63.297245181470714	organ	73.6091475889063	4.7131	-5.6028	-1.4764400000000002
11366	Topic3	59.287849193304034	suicidal_behavior	69.20601666150243	4.7094	-5.6682	-1.5171599999999998
17579	Topic3	41.81785337078081	beta	48.84801104248669	4.7087	-6.0173	-1.7268999999999994
16675	Topic3	55.20080061762751	alpha	65.36558727641811	4.695	-5.7397	-1.56582
8207	Topic3	44.04867995920645	hiv_status	52.31819370284799	4.692	-5.9654	-1.7024399999999997
14225	Topic3	66.10080255565617	ptsd_symptom	78.78910071148366	4.6885	-5.5595	-1.4602999999999995
10937	Topic3	36.464881473133524	gender_typicality	43.84408853424044	4.6798	-6.1543	-1.8206599999999997
8214	Topic3	50.20913659396147	risky_sexual	60.411954007047605	4.6791	-5.8345	-1.62906
18862	Topic3	40.59420784787088	positive_emotion	49.078370626608226	4.6743	-6.047	-1.7584799999999996
5253	Topic3	68.01203287013587	gender_typ	82.28204712698073	4.6736	-5.531	-1.4491599999999993
26902	Topic3	35.55612019643715	debut	43.07912619704305	4.6721	-6.1795	-1.8388599999999997
24793	Topic3	35.981181660231236	pre_service	43.66399299349433	4.6705	-6.1677	-1.83242
31066	Topic3	37.37949793969292	mst	45.472723448219	4.6681	-6.1295	-1.8104599999999997
5614	Topic3	63.37496715376451	women_differ	77.54582271342976	4.6623	-5.6016	-1.4960399999999998
12699	Topic3	50.413125863035816	typicality	62.01594807517753	4.6569	-5.8304	-1.6354799999999998
29380	Topic3	34.15835412083628	dotless	42.07435917298181	4.6556	-6.2196	-1.8695199999999996
9074	Topic3	37.49896090523738	hopelessness	46.76930515292394	4.6431	-6.1263	-1.8185399999999996
17876	Topic3	29.592985318067196	cad	37.077796031883715	4.6386	-6.3631	-1.9624199999999998
3781	Topic3	64.51976925868502	theories_gender	81.3127049325462	4.6327	-5.5837	-1.4971400000000001
12264	Topic3	43.06875006235883	face_to_face_interview	54.67585901076086	4.6254	-5.9879	-1.7425799999999996
3689	Topic3	41.798693355359624	gender_typical	53.09161531516901	4.6249	-6.0178	-1.7607199999999996
11610	Topic3	54.54287956134253	recurrent	69.57415025312179	4.6207	-5.7517	-1.6027399999999996
7441	Topic3	111.50306617234016	women_woman	145.17583794438625	4.6002	-5.0366	-1.1818799999999998
9479	Topic3	112.24028121780687	absolute	146.19580564103916	4.5998	-5.03	-1.17808
2693	Topic3	73.16977273448344	perceived_gender	95.24031868499915	4.6004	-5.4579	-1.43458
7081	Topic3	63.51206574968701	women_likely	82.13849184599437	4.6069	-5.5994	-1.51688
4382	Topic3	82.18549744791726	masculine_gender	110.52557399791957	4.5678	-5.3417	-1.3779000000000001
2778	Topic3	63.133646650197086	associations_gender	82.6891636537945	4.5942	-5.6054	-1.5255600000000002
275	Topic3	702.9599548070205	association	1465.5891642806057	4.1293	-3.1954	-0.26551999999999976
2523	Topic3	86.50655932456006	optimal	124.40397577874639	4.5007	-5.2904	-1.3739599999999996
1524	Topic3	71.1693809744173	association_gender	100.21637211917943	4.5218	-5.4856	-1.4826399999999995
473	Topic3	132.71520315488618	delay	237.00205574351364	4.2842	-4.8624	-1.20376
7908	Topic3	97.68565505046196	unknown	163.47691743731448	4.3491	-5.1689	-1.3617
4840	Topic3	74.66932213900591	gender_attitude	118.50904593455836	4.4021	-5.4376	-1.5017199999999997
8611	Topic3	129.92332191306662	testing	305.0034094907496	4.0107	-4.8837	-1.3259399999999997
3105	Topic3	70.26691702414746	compared_woman	114.97581166511519	4.3716	-5.4984	-1.5504000000000002
11934	Topic3	63.994141215316986	sexual_partner	98.02650609138328	4.4376	-5.5919	-1.5801
885	Topic3	313.36516537753727	men_woman	2844.9673586021686	2.6581	-4.0033	-1.3387399999999998
51	Topic3	228.89985903439938	status	1494.639956740948	2.9877	-4.3174	-1.3953600000000002
274	Topic3	151.05139751735723	associate	1530.760528442511	2.5482	-4.733	-1.82052
462	Topic3	105.61241793566546	women_man	1035.6597913947696	2.581	-5.0909	-2.0221400000000003
323	Topic3	121.22673151448156	behavior	2162.35197362579	1.9828	-4.953	-2.17868
951	Topic3	96.91102327422371	gender_difference	4452.110921482037	1.0367	-5.1769	-2.6914599999999997
127	Topic3	76.25343290710602	model	3083.112628917531	1.1644	-5.4166	-2.7842
822	Topic3	66.93793580054486	activity	2102.263359208314	1.4171	-5.5469	-2.7613
536	Topic4	478.2507495421568	military	497.53939361801787	4.7269	-3.6781	-0.3160999999999998
1467	Topic4	541.4843403127476	china	565.5382879808539	4.723	-3.554	-0.24319999999999964
